sampleid,x,y
2133,157,1
2134,909,1
2135,1018,0
2136,564,1
2137,666,1
2138,1013,0
2139,184,1
2140,21,1
2141,492,1
2142,869,1
2143,826,1
2144,804,1
2145,798,1
2146,493,1
2147,454,1
2148,883,1
2149,1020,0
2150,844,1
2151,854,1
2152,369,1
2153,220,1
2154,366,1
2155,290,1
2156,998,1
2157,1023,0
2158,340,1
2159,34,1
2160,114,1
2161,32,1
2162,880,1
2163,546,1
2164,875,1
2165,1008,0
2166,1020,0
2167,250,1
2168,626,1
2169,306,1
2170,971,1
2171,19,1
2172,99,1
2173,61,1
2174,918,1
2175,952,1
2176,371,1
2177,153,1
2178,976,1
2179,508,1
2180,233,1
2181,578,1
2182,943,1
2183,637,1
2184,361,1
2185,116,1
2186,905,1
2187,857,1
2188,487,1
2189,615,1
2190,341,1
2191,799,1
2192,884,1
2193,845,1
2194,134,1
2195,651,1
2196,661,1
2197,802,1
2198,968,1
2199,852,1
2200,35,1
2201,763,1
2202,228,1
2203,526,1
2204,468,1
2205,38,1
2206,980,1
2207,84,1
2208,911,1
2209,539,1
2210,542,1
2211,429,1
2212,591,1
2213,816,1
2214,72,1
2215,384,1
2216,154,1
2217,914,1
2218,609,1
2219,298,1
2220,626,1
2221,795,1
2222,17,1
2223,362,1
2224,395,1
2225,964,1
2226,543,1
2227,126,1
2228,311,1
2229,640,1
2230,831,1
2231,716,1
2232,475,1
2233,104,1
2234,33,1
2235,119,1
2236,131,1
2237,1017,0
2238,534,1
2239,44,1
2240,787,1
2241,865,1
2242,277,1
2243,998,1
2244,541,1
2245,659,1
2246,272,1
2247,528,1
2248,856,1
2249,255,1
2250,826,1
2251,740,1
2252,455,1
2253,445,1
2254,889,1
2255,205,1
2256,237,1
2257,1,1
2258,419,1
2259,850,1
2260,549,1
2261,274,1
2262,426,1
2263,976,1
2264,542,1
2265,541,1
2266,716,1
2267,408,1
2268,305,1
2269,282,1
2270,474,1
2271,384,1
2272,4,1
2273,929,1
2274,704,1
2275,509,1
2276,239,1
2277,915,1
2278,315,1
2279,1002,0
2280,20,1
2281,815,1
2282,819,1
2283,194,1
2284,411,1
2285,325,1
2286,524,1
2287,977,1
2288,820,1
2289,639,1
2290,711,1
2291,427,1
2292,520,1
2293,952,1
2294,77,1
2295,1017,0
2296,723,1
2297,531,1
2298,599,1
2299,31,1
2300,796,1
2301,699,1
2302,917,1
2303,97,1
2304,440,1
2305,841,1
2306,569,1
2307,836,1
2308,358,1
2309,643,1
2310,777,1
2311,611,1
2312,661,1
2313,459,1
2314,161,1
2315,275,1
2316,585,1
2317,520,1
2318,788,1
2319,637,1
2320,249,1
2321,52,1
2322,260,1
2323,585,1
2324,252,1
2325,567,1
2326,1021,0
2327,948,1
2328,650,1
2329,280,1
2330,406,1
2331,832,1
2332,859,1
2333,391,1
2334,211,1
2335,638,1
2336,517,1
2337,837,1
2338,574,1
2339,181,1
2340,166,1
2341,759,1
2342,27,1
2343,251,1
2344,643,1
2345,833,1
2346,272,1
2347,1014,0
2348,397,1
2349,1016,0
2350,962,1
2351,42,1
2352,570,1
2353,605,1
2354,52,1
2355,782,1
2356,943,1
2357,327,1
2358,798,1
2359,1022,0
2360,64,1
2361,938,1
2362,449,1
2363,552,1
2364,935,1
2365,597,1
2366,800,1
2367,324,1
2368,346,1
2369,227,1
2370,865,1
2371,17,1
2372,115,1
2373,957,1
2374,657,1
2375,906,1
2376,968,1
2377,384,1
2378,893,1
2379,38,1
2380,791,1
2381,343,1
2382,549,1
2383,400,1
2384,392,1
2385,803,1
2386,827,1
2387,155,1
2388,67,1
2389,232,1
2390,527,1
2391,1004,0
2392,98,1
2393,182,1
2394,292,1
2395,79,1
2396,615,1
2397,943,1
2398,759,1
2399,875,1
2400,786,1
2401,305,1
2402,467,1
2403,378,1
2404,467,1
2405,747,1
2406,945,1
2407,521,1
2408,273,1
2409,147,1
2410,270,1
2411,337,1
2412,955,1
2413,820,1
2414,616,1
2415,366,1
2416,415,1
2417,360,1
2418,208,1
2419,479,1
2420,663,1
2421,526,1
2422,621,1
2423,566,1
2424,497,1
2425,72,1
2426,687,1
2427,841,1
2428,233,1
2429,17,1
2430,733,1
2431,379,1
2432,140,1
2433,686,1
2434,943,1
2435,13,1
2436,609,1
2437,19,1
2438,77,1
2439,269,1
2440,578,1
2441,430,1
2442,60,1
2443,1020,0
2444,732,1
2445,575,1
2446,948,1
2447,626,1
2448,943,1
2449,57,1
2450,668,1
2451,901,1
2452,879,1
2453,476,1
2454,780,1
2455,255,1
2456,636,1
2457,657,1
2458,929,1
2459,175,1
2460,200,1
2461,48,1
2462,795,1
2463,969,1
2464,181,1
2465,524,1
2466,406,1
2467,227,1
2468,898,1
2469,489,1
2470,235,1
2471,287,1
2472,764,1
2473,614,1
2474,738,1
2475,454,1
2476,295,1
2477,703,1
2478,929,1
2479,401,1
2480,777,1
2481,375,1
2482,1020,0
2483,525,1
2484,674,1
2485,398,1
2486,900,1
2487,644,1
2488,94,1
2489,55,1
2490,445,1
2491,201,1
2492,757,1
2493,534,1
2494,480,1
2495,839,1
2496,942,1
2497,459,1
2498,159,1
2499,931,1
2500,57,1
2501,969,1
2502,719,1
2503,102,1
2504,664,1
2505,684,1
2506,515,1
2507,812,1
2508,874,1
2509,734,1
2510,972,1
2511,309,1
2512,48,1
2513,241,1
2514,136,1
2515,738,1
2516,55,1
2517,599,1
2518,650,1
2519,1013,0
2520,679,1
2521,227,1
2522,565,1
2523,633,1
2524,882,1
2525,251,1
2526,672,1
2527,890,1
2528,842,1
2529,295,1
2530,897,1
2531,803,1
2532,223,1
2533,426,1
2534,29,1
2535,717,1
2536,204,1
2537,926,1
2538,447,1
2539,572,1
2540,348,1
2541,578,1
2542,760,1
2543,452,1
2544,795,1
2545,482,1
2546,597,1
2547,286,1
2548,822,1
2549,673,1
2550,664,1
2551,374,1
2552,164,1
2553,875,1
2554,660,1
2555,285,1
2556,961,1
2557,363,1
2558,186,1
2559,467,1
2560,206,1
2561,490,1
2562,676,1
2563,626,1
2564,573,1
2565,833,1
2566,18,1
2567,360,1
2568,273,1
2569,338,1
2570,929,1
2571,761,1
2572,1005,0
2573,88,1
2574,833,1
2575,747,1
2576,805,1
2577,162,1
2578,366,1
2579,281,1
2580,796,1
2581,841,1
2582,456,1
2583,66,1
2584,737,1
2585,341,1
2586,18,1
2587,989,1
2588,358,1
2589,977,1
2590,415,1
2591,834,1
2592,913,1
2593,158,1
2594,938,1
2595,88,1
2596,40,1
2597,235,1
2598,1017,0
2599,476,1
2600,557,1
2601,184,1
2602,61,1
2603,336,1
2604,797,1
2605,956,1
2606,500,1
2607,854,1
2608,197,1
2609,980,1
2610,310,1
2611,420,1
2612,878,1
2613,804,1
2614,715,1
2615,88,1
2616,750,1
2617,470,1
2618,663,1
2619,372,1
2620,302,1
2621,394,1
2622,829,1
2623,330,1
2624,178,1
2625,71,1
2626,506,1
2627,668,1
2628,624,1
2629,681,1
2630,705,1
2631,753,1
2632,956,1
2633,330,1
2634,26,1
2635,412,1
2636,559,1
2637,515,1
2638,991,1
2639,34,1
2640,293,1
2641,841,1
2642,842,1
2643,877,1
2644,779,1
2645,331,1
2646,711,1
2647,398,1
2648,396,1
2649,178,1
2650,1018,0
2651,494,1
2652,256,1
2653,947,1
2654,930,1
2655,74,1
2656,131,1
2657,146,1
2658,866,1
2659,808,1
2660,588,1
2661,859,1
2662,728,1
2663,572,1
2664,178,1
2665,589,1
2666,511,1
2667,675,1
2668,556,1
2669,659,1
2670,272,1
2671,576,1
2672,348,1
2673,471,1
2674,687,1
2675,987,1
2676,351,1
2677,204,1
2678,473,1
2679,53,1
2680,375,1
2681,643,1
2682,1,1
2683,757,1
2684,517,1
2685,80,1
2686,102,1
2687,531,1
2688,854,1
2689,708,1
2690,332,1
2691,843,1
2692,888,1
2693,529,1
2694,626,1
2695,909,1
2696,582,1
2697,332,1
2698,87,1
2699,20,1
2700,588,1
2701,336,1
2702,304,1
2703,395,1
2704,793,1
2705,871,1
2706,205,1
2707,278,1
2708,902,1
2709,878,1
2710,617,1
2711,431,1
2712,468,1
2713,658,1
2714,668,1
2715,839,1
2716,770,1
2717,492,1
2718,369,1
2719,725,1
2720,880,1
2721,76,1
2722,981,1
2723,320,1
2724,347,1
2725,737,1
2726,347,1
2727,468,1
2728,949,1
2729,580,1
2730,341,1
2731,389,1
2732,742,1
2733,278,1
2734,613,1
2735,679,1
2736,1016,0
2737,246,1
2738,710,1
2739,599,1
2740,572,1
2741,626,1
2742,85,1
2743,169,1
2744,385,1
2745,501,1
2746,770,1
2747,352,1
2748,821,1
2749,815,1
2750,349,1
2751,769,1
2752,844,1
2753,515,1
2754,58,1
2755,378,1
2756,732,1
2757,355,1
2758,356,1
2759,35,1
2760,349,1
2761,399,1
2762,699,1
2763,989,1
2764,171,1
2765,810,1
2766,62,1
2767,768,1
2768,952,1
2769,444,1
2770,387,1
2771,824,1
2772,1001,0
2773,824,1
2774,930,1
2775,19,1
2776,583,1
2777,46,1
2778,235,1
2779,258,1
2780,54,1
2781,882,1
2782,823,1
2783,760,1
2784,9,1
2785,419,1
2786,780,1
2787,968,1
2788,98,1
2789,473,1
2790,105,1
2791,624,1
2792,778,1
2793,421,1
2794,23,1
2795,795,1
2796,845,1
2797,408,1
2798,852,1
2799,1024,0
2800,808,1
2801,244,1
2802,589,1
2803,326,1
2804,192,1
2805,622,1
2806,137,1
2807,937,1
2808,402,1
2809,728,1
2810,787,1
2811,889,1
2812,349,1
2813,41,1
2814,374,1
2815,496,1
2816,426,1
2817,505,1
2818,195,1
2819,840,1
2820,958,1
2821,341,1
2822,816,1
2823,907,1
2824,538,1
2825,143,1
2826,158,1
2827,754,1
2828,881,1
2829,779,1
2830,337,1
2831,326,1
2832,42,1
2833,890,1
2834,849,1
2835,161,1
2836,429,1
2837,88,1
2838,214,1
2839,82,1
2840,438,1
2841,752,1
2842,507,1
2843,159,1
2844,911,1
2845,108,1
2846,53,1
2847,675,1
2848,554,1
2849,566,1
2850,338,1
2851,230,1
2852,897,1
2853,159,1
2854,943,1
2855,314,1
2856,127,1
2857,1014,0
2858,150,1
2859,384,1
2860,495,1
2861,696,1
2862,430,1
2863,553,1
2864,342,1
2865,600,1
2866,642,1
2867,897,1
2868,54,1
2869,368,1
2870,263,1
2871,365,1
2872,964,1
2873,657,1
2874,370,1
2875,785,1
2876,685,1
2877,345,1
2878,399,1
2879,501,1
2880,526,1
2881,248,1
2882,329,1
2883,213,1
2884,794,1
2885,1025,0
2886,275,1
2887,803,1
2888,684,1
2889,387,1
2890,498,1
2891,553,1
2892,219,1
2893,427,1
2894,866,1
2895,839,1
2896,199,1
2897,415,1
2898,419,1
2899,659,1
2900,593,1
2901,843,1
2902,155,1
2903,599,1
2904,675,1
2905,541,1
2906,334,1
2907,153,1
2908,226,1
2909,809,1
2910,55,1
2911,541,1
2912,695,1
2913,909,1
2914,569,1
2915,872,1
2916,343,1
2917,633,1
2918,605,1
2919,83,1
2920,366,1
2921,988,1
2922,428,1
2923,537,1
2924,381,1
2925,525,1
2926,1006,0
2927,104,1
2928,952,1
2929,697,1
2930,342,1
2931,717,1
2932,557,1
2933,137,1
2934,931,1
2935,101,1
2936,934,1
2937,366,1
2938,610,1
2939,346,1
2940,781,1
2941,776,1
2942,544,1
2943,688,1
2944,921,1
2945,329,1
2946,927,1
2947,811,1
2948,984,1
2949,285,1
2950,496,1
2951,724,1
2952,605,1
2953,669,1
2954,527,1
2955,425,1
2956,1008,0
2957,156,1
2958,965,1
2959,390,1
2960,6,1
2961,425,1
2962,700,1
2963,555,1
2964,1018,0
2965,185,1
2966,619,1
2967,225,1
2968,921,1
2969,720,1
2970,6,1
2971,677,1
2972,818,1
2973,709,1
2974,364,1
2975,287,1
2976,849,1
2977,237,1
2978,501,1
2979,83,1
2980,425,1
2981,61,1
2982,408,1
2983,1006,0
2984,427,1
2985,904,1
2986,930,1
2987,801,1
2988,677,1
2989,131,1
2990,762,1
2991,253,1
2992,805,1
2993,33,1
2994,700,1
2995,105,1
2996,124,1
2997,506,1
2998,903,1
2999,6,1
3000,826,1
3001,105,1
3002,669,1
3003,29,1
3004,95,1
3005,744,1
3006,835,1
3007,805,1
3008,73,1
3009,85,1
3010,960,1
3011,936,1
3012,230,1
3013,186,1
3014,151,1
3015,976,1
3016,856,1
3017,518,1
3018,508,1
3019,681,1
3020,147,1
3021,735,1
3022,985,1
3023,510,1
3024,381,1
3025,174,1
3026,497,1
3027,795,1
3028,825,1
3029,833,1
3030,138,1
3031,903,1
3032,738,1
3033,321,1
3034,797,1
3035,977,1
3036,115,1
3037,930,1
3038,315,1
3039,664,1
3040,975,1
3041,788,1
3042,6,1
3043,597,1
3044,361,1
3045,663,1
3046,727,1
3047,559,1
3048,103,1
3049,708,1
3050,187,1
3051,377,1
3052,648,1
3053,808,1
3054,983,1
3055,683,1
3056,849,1
3057,471,1
3058,991,1
3059,462,1
3060,150,1
3061,626,1
3062,510,1
3063,523,1
3064,882,1
3065,654,1
3066,131,1
3067,882,1
3068,644,1
3069,1008,0
3070,725,1
3071,498,1
3072,521,1
3073,443,1
3074,301,1
3075,928,1
3076,131,1
3077,388,1
3078,505,1
3079,401,1
3080,526,1
3081,796,1
3082,66,1
3083,636,1
3084,649,1
3085,843,1
3086,755,1
3087,759,1
3088,963,1
3089,51,1
3090,367,1
3091,506,1
3092,400,1
3093,904,1
3094,868,1
3095,200,1
3096,592,1
3097,896,1
3098,2,1
3099,745,1
3100,123,1
3101,34,1
3102,329,1
3103,717,1
3104,717,1
3105,230,1
3106,142,1
3107,113,1
3108,15,1
3109,136,1
3110,125,1
3111,741,1
3112,903,1
3113,132,1
3114,726,1
3115,198,1
3116,196,1
3117,217,1
3118,41,1
3119,282,1
3120,126,1
3121,867,1
3122,244,1
3123,560,1
3124,359,1
3125,747,1
3126,519,1
3127,758,1
3128,365,1
3129,805,1
3130,976,1
3131,670,1
3132,485,1
3133,731,1
3134,567,1
3135,231,1
3136,528,1
3137,882,1
3138,710,1
3139,225,1
3140,137,1
3141,197,1
3142,137,1
3143,1003,0
3144,400,1
3145,159,1
3146,817,1
3147,614,1
3148,335,1
3149,198,1
3150,862,1
3151,855,1
3152,1015,0
3153,155,1
3154,658,1
3155,613,1
3156,959,1
3157,650,1
3158,56,1
3159,663,1
3160,961,1
3161,165,1
3162,678,1
3163,693,1
3164,121,1
3165,194,1
3166,614,1
3167,20,1
3168,748,1
3169,799,1
3170,993,1
3171,492,1
3172,653,1
3173,295,1
3174,73,1
3175,150,1
3176,852,1
3177,37,1
3178,0,1
3179,672,1
3180,635,1
3181,882,1
3182,199,1
3183,365,1
3184,434,1
3185,515,1
3186,372,1
3187,872,1
3188,964,1
3189,743,1
3190,676,1
3191,369,1
3192,252,1
3193,937,1
3194,463,1
3195,433,1
3196,895,1
3197,526,1
3198,623,1
3199,673,1
3200,180,1
3201,663,1
3202,451,1
3203,338,1
3204,51,1
3205,939,1
3206,641,1
3207,738,1
3208,758,1
3209,376,1
3210,785,1
3211,97,1
3212,262,1
3213,351,1
3214,545,1
3215,987,1
3216,364,1
3217,378,1
3218,487,1
3219,861,1
3220,237,1
3221,390,1
3222,181,1
3223,25,1
3224,798,1
3225,671,1
3226,302,1
3227,541,1
3228,371,1
3229,92,1
3230,162,1
3231,81,1
3232,287,1
3233,128,1
3234,552,1
3235,1004,0
3236,427,1
3237,670,1
3238,373,1
3239,1014,0
3240,199,1
3241,218,1
3242,654,1
3243,759,1
3244,218,1
3245,147,1
3246,547,1
3247,449,1
3248,671,1
3249,394,1
3250,908,1
3251,940,1
3252,318,1
3253,383,1
3254,476,1
3255,1,1
3256,268,1
3257,513,1
3258,1002,0
3259,425,1
3260,152,1
3261,979,1
3262,503,1
3263,889,1
3264,713,1
3265,862,1
3266,435,1
3267,945,1
3268,0,1
3269,689,1
3270,288,1
3271,249,1
3272,701,1
3273,301,1
3274,184,1
3275,125,1
3276,843,1
3277,398,1
3278,810,1
3279,721,1
3280,739,1
3281,737,1
3282,646,1
3283,114,1
3284,671,1
3285,449,1
3286,771,1
3287,586,1
3288,953,1
3289,866,1
3290,998,1
3291,652,1
3292,387,1
3293,815,1
3294,213,1
3295,7,1
3296,630,1
3297,844,1
3298,81,1
3299,157,1
3300,188,1
3301,46,1
3302,115,1
3303,264,1
3304,608,1
3305,736,1
3306,578,1
3307,328,1
3308,731,1
3309,183,1
3310,549,1
3311,900,1
3312,592,1
3313,130,1
3314,479,1
3315,756,1
3316,373,1
3317,115,1
3318,204,1
3319,434,1
3320,297,1
3321,905,1
3322,434,1
3323,352,1
3324,896,1
3325,842,1
3326,334,1
3327,509,1
3328,954,1
3329,466,1
3330,460,1
3331,766,1
3332,147,1
3333,30,1
3334,158,1
3335,92,1
3336,838,1
3337,986,1
3338,459,1
3339,332,1
3340,591,1
3341,17,1
3342,85,1
3343,423,1
3344,993,1
3345,796,1
3346,420,1
3347,127,1
3348,826,1
3349,889,1
3350,535,1
3351,976,1
3352,494,1
3353,812,1
3354,978,1
3355,798,1
3356,654,1
3357,1015,0
3358,797,1
3359,557,1
3360,102,1
3361,830,1
3362,670,1
3363,428,1
3364,3,1
3365,290,1
3366,704,1
3367,509,1
3368,995,1
3369,587,1
3370,526,1
3371,602,1
3372,188,1
3373,415,1
3374,914,1
3375,881,1
3376,996,1
3377,435,1
3378,1010,0
3379,776,1
3380,79,1
3381,654,1
3382,394,1
3383,271,1
3384,850,1
3385,445,1
3386,544,1
3387,889,1
3388,290,1
3389,132,1
3390,709,1
3391,777,1
3392,490,1
3393,960,1
3394,619,1
3395,258,1
3396,397,1
3397,1019,0
3398,576,1
3399,627,1
3400,208,1
3401,722,1
3402,71,1
3403,509,1
3404,881,1
3405,245,1
3406,531,1
3407,923,1
3408,132,1
3409,921,1
3410,769,1
3411,85,1
3412,568,1
3413,387,1
3414,654,1
3415,1007,0
3416,71,1
3417,370,1
3418,146,1
3419,962,1
3420,246,1
3421,945,1
3422,583,1
3423,292,1
3424,436,1
3425,732,1
3426,507,1
3427,949,1
3428,141,1
3429,899,1
3430,761,1
3431,812,1
3432,904,1
3433,7,1
3434,948,1
3435,568,1
3436,483,1
3437,110,1
3438,974,1
3439,303,1
3440,211,1
3441,256,1
3442,901,1
3443,705,1
3444,481,1
3445,1002,0
3446,525,1
3447,148,1
3448,421,1
3449,730,1
3450,507,1
3451,742,1
3452,102,1
3453,917,1
3454,429,1
3455,862,1
3456,725,1
3457,966,1
3458,1007,0
3459,839,1
3460,701,1
3461,523,1
3462,39,1
3463,260,1
3464,420,1
3465,838,1
3466,667,1
3467,645,1
3468,141,1
3469,758,1
3470,982,1
3471,11,1
3472,224,1
3473,684,1
3474,869,1
3475,189,1
3476,197,1
3477,704,1
3478,936,1
3479,786,1
3480,371,1
3481,995,1
3482,968,1
3483,90,1
3484,472,1
3485,900,1
3486,132,1
3487,1000,1
3488,324,1
3489,571,1
3490,625,1
3491,386,1
3492,718,1
3493,679,1
3494,210,1
3495,672,1
3496,785,1
3497,336,1
3498,466,1
3499,735,1
3500,787,1
3501,371,1
3502,730,1
3503,604,1
3504,749,1
3505,168,1
3506,627,1
3507,687,1
3508,93,1
3509,427,1
3510,83,1
3511,563,1
3512,957,1
3513,279,1
3514,729,1
3515,115,1
3516,972,1
3517,453,1
3518,13,1
3519,539,1
3520,435,1
3521,123,1
3522,411,1
3523,338,1
3524,647,1
3525,481,1
3526,472,1
3527,414,1
3528,441,1
3529,12,1
3530,387,1
3531,722,1
3532,913,1
3533,225,1
3534,987,1
3535,373,1
3536,23,1
3537,931,1
3538,941,1
3539,779,1
3540,613,1
3541,931,1
3542,785,1
3543,716,1
3544,318,1
3545,921,1
3546,628,1
3547,348,1
3548,957,1
3549,258,1
3550,124,1
3551,622,1
3552,861,1
3553,81,1
3554,499,1
3555,785,1
3556,317,1
3557,605,1
3558,191,1
3559,140,1
3560,915,1
3561,919,1
3562,598,1
3563,510,1
3564,751,1
3565,456,1
3566,896,1
3567,967,1
3568,814,1
3569,165,1
3570,992,1
3571,450,1
3572,2,1
3573,498,1
3574,573,1
3575,293,1
3576,224,1
3577,766,1
3578,169,1
3579,879,1
3580,74,1
3581,703,1
3582,33,1
3583,415,1
3584,825,1
3585,214,1
3586,987,1
3587,1017,0
3588,709,1
3589,718,1
3590,103,1
3591,165,1
3592,940,1
3593,611,1
3594,974,1
3595,718,1
3596,213,1
3597,217,1
3598,671,1
3599,14,1
3600,401,1
3601,420,1
3602,192,1
3603,147,1
3604,109,1
3605,126,1
3606,376,1
3607,543,1
3608,540,1
3609,216,1
3610,995,1
3611,163,1
3612,570,1
3613,734,1
3614,510,1
3615,441,1
3616,202,1
3617,661,1
3618,262,1
3619,584,1
3620,42,1
3621,655,1
3622,626,1
3623,761,1
3624,354,1
3625,763,1
3626,609,1
3627,149,1
3628,656,1
3629,466,1
3630,404,1
3631,537,1
3632,1018,0
3633,767,1
3634,265,1
3635,975,1
3636,119,1
3637,207,1
3638,848,1
3639,82,1
3640,680,1
3641,14,1
3642,371,1
3643,524,1
3644,283,1
3645,329,1
3646,768,1
3647,1011,0
3648,960,1
3649,184,1
3650,325,1
3651,272,1
3652,122,1
3653,313,1
3654,641,1
3655,707,1
3656,830,1
3657,245,1
3658,575,1
3659,17,1
3660,889,1
3661,370,1
3662,213,1
3663,308,1
3664,273,1
3665,139,1
3666,916,1
3667,577,1
3668,645,1
3669,788,1
3670,729,1
3671,384,1
3672,854,1
3673,735,1
3674,551,1
3675,533,1
3676,751,1
3677,600,1
3678,790,1
3679,717,1
3680,673,1
3681,590,1
3682,435,1
3683,112,1
3684,179,1
3685,810,1
3686,565,1
3687,53,1
3688,453,1
3689,707,1
3690,934,1
3691,68,1
3692,849,1
3693,919,1
3694,501,1
3695,80,1
3696,936,1
3697,493,1
3698,722,1
3699,204,1
3700,18,1
3701,663,1
3702,346,1
3703,27,1
3704,638,1
3705,244,1
3706,44,1
3707,340,1
3708,621,1
3709,443,1
3710,109,1
3711,490,1
3712,935,1
3713,761,1
3714,296,1
3715,652,1
3716,568,1
3717,664,1
3718,842,1
3719,660,1
3720,279,1
3721,811,1
3722,286,1
3723,466,1
3724,367,1
3725,342,1
3726,842,1
3727,543,1
3728,551,1
3729,728,1
3730,376,1
3731,119,1
3732,184,1
3733,279,1
3734,724,1
3735,250,1
3736,967,1
3737,352,1
3738,709,1
3739,202,1
3740,223,1
3741,581,1
3742,149,1
3743,922,1
3744,976,1
3745,27,1
3746,216,1
3747,200,1
3748,25,1
3749,340,1
3750,765,1
3751,822,1
3752,633,1
3753,81,1
3754,43,1
3755,393,1
3756,686,1
3757,434,1
3758,692,1
3759,435,1
3760,55,1
3761,557,1
3762,923,1
3763,301,1
3764,487,1
3765,837,1
3766,171,1
3767,363,1
3768,583,1
3769,1024,0
3770,406,1
3771,312,1
3772,453,1
3773,720,1
3774,906,1
3775,327,1
3776,817,1
3777,121,1
3778,76,1
3779,311,1
3780,826,1
3781,527,1
3782,371,1
3783,436,1
3784,692,1
3785,459,1
3786,558,1
3787,625,1
3788,862,1
3789,628,1
3790,83,1
3791,746,1
3792,8,1
3793,453,1
3794,8,1
3795,300,1
3796,152,1
3797,22,1
3798,95,1
3799,674,1
3800,544,1
3801,945,1
3802,359,1
3803,975,1
3804,953,1
3805,246,1
3806,310,1
3807,455,1
3808,204,1
3809,406,1
3810,691,1
3811,488,1
3812,520,1
3813,350,1
3814,655,1
3815,825,1
3816,623,1
3817,1002,0
3818,1019,0
3819,644,1
3820,827,1
3821,814,1
3822,791,1
3823,912,1
3824,479,1
3825,760,1
3826,842,1
3827,957,1
3828,688,1
3829,84,1
3830,251,1
3831,969,1
3832,350,1
3833,804,1
3834,38,1
3835,918,1
3836,23,1
3837,798,1
3838,90,1
3839,296,1
3840,377,1
3841,1000,1
3842,287,1
3843,998,1
3844,140,1
3845,251,1
3846,445,1
3847,334,1
3848,841,1
3849,534,1
3850,282,1
3851,547,1
3852,817,1
3853,26,1
3854,11,1
3855,867,1
3856,760,1
3857,535,1
3858,963,1
3859,840,1
3860,159,1
3861,740,1
3862,660,1
3863,923,1
3864,669,1
3865,360,1
3866,720,1
3867,339,1
3868,683,1
3869,164,1
3870,45,1
3871,324,1
3872,979,1
3873,148,1
3874,758,1
3875,669,1
3876,397,1
3877,55,1
3878,85,1
3879,997,1
3880,534,1
3881,627,1
3882,48,1
3883,676,1
3884,874,1
3885,34,1
3886,442,1
3887,784,1
3888,40,1
3889,536,1
3890,686,1
3891,148,1
3892,772,1
3893,482,1
3894,797,1
3895,155,1
3896,326,1
3897,384,1
3898,208,1
3899,412,1
3900,732,1
3901,1016,0
3902,347,1
3903,1001,0
3904,322,1
3905,244,1
3906,698,1
3907,1012,0
3908,237,1
3909,434,1
3910,70,1
3911,511,1
3912,989,1
3913,573,1
3914,203,1
3915,773,1
3916,289,1
3917,638,1
3918,343,1
3919,467,1
3920,761,1
3921,278,1
3922,714,1
3923,51,1
3924,325,1
3925,398,1
3926,801,1
3927,360,1
3928,176,1
3929,405,1
3930,182,1
3931,419,1
3932,830,1
3933,278,1
3934,668,1
3935,582,1
3936,981,1
3937,626,1
3938,368,1
3939,570,1
3940,523,1
3941,409,1
3942,789,1
3943,139,1
3944,245,1
3945,510,1
3946,403,1
3947,168,1
3948,135,1
3949,79,1
3950,713,1
3951,392,1
3952,275,1
3953,804,1
3954,779,1
3955,769,1
3956,669,1
3957,575,1
3958,169,1
3959,1020,0
3960,668,1
3961,594,1
3962,1016,0
3963,408,1
3964,1004,0
3965,652,1
3966,473,1
3967,535,1
3968,1001,0
3969,89,1
3970,532,1
3971,336,1
3972,837,1
3973,611,1
3974,758,1
3975,485,1
3976,761,1
3977,459,1
3978,473,1
3979,1024,0
3980,710,1
3981,105,1
3982,296,1
3983,97,1
3984,115,1
3985,824,1
3986,781,1
3987,628,1
3988,639,1
3989,24,1
3990,907,1
3991,690,1
3992,343,1
3993,956,1
3994,52,1
3995,287,1
3996,113,1
3997,996,1
3998,361,1
3999,708,1
4000,145,1
4001,254,1
4002,92,1
4003,326,1
4004,304,1
4005,764,1
4006,653,1
4007,264,1
4008,597,1
4009,104,1
4010,144,1
4011,67,1
4012,120,1
4013,203,1
4014,534,1
4015,261,1
4016,274,1
4017,541,1
4018,786,1
4019,705,1
4020,249,1
4021,913,1
4022,61,1
4023,565,1
4024,1014,0
4025,648,1
4026,368,1
4027,101,1
4028,166,1
4029,380,1
4030,872,1
4031,878,1
4032,353,1
4033,120,1
4034,345,1
4035,466,1
4036,574,1
4037,430,1
4038,251,1
4039,936,1
4040,869,1
4041,259,1
4042,355,1
4043,520,1
4044,846,1
4045,312,1
4046,350,1
4047,733,1
4048,12,1
4049,295,1
4050,506,1
4051,218,1
4052,606,1
4053,529,1
4054,258,1
4055,162,1
4056,992,1
4057,288,1
4058,44,1
4059,944,1
4060,986,1
4061,561,1
4062,47,1
4063,281,1
4064,137,1
4065,733,1
4066,1000,1
4067,992,1
4068,746,1
4069,779,1
4070,892,1
4071,804,1
4072,654,1
4073,553,1
4074,690,1
4075,781,1
4076,818,1
4077,891,1
4078,452,1
4079,467,1
4080,872,1
4081,453,1
4082,729,1
4083,715,1
4084,109,1
4085,343,1
4086,737,1
4087,134,1
4088,373,1
4089,841,1
4090,456,1
4091,640,1
4092,200,1
4093,563,1
4094,95,1
4095,242,1
4096,788,1
4097,999,1
4098,326,1
4099,553,1
4100,210,1
4101,13,1
4102,298,1
4103,997,1
4104,692,1
4105,925,1
4106,636,1
4107,603,1
4108,46,1
4109,331,1
4110,803,1
4111,706,1
4112,260,1
4113,308,1
4114,513,1
4115,269,1
4116,431,1
4117,957,1
4118,800,1
4119,249,1
4120,261,1
4121,379,1
4122,97,1
